,record_id,survey_timestamp,learn_skills_rating,use_skills_rating,cope_wellbeng_rating,satisfied_session_rating,what_helpful,what_change,what_motivated,days_week,times_day,future_topics,referral_source,host_name,session_date,session_name,response_id,session_id,Mon,Tue,Wed,Thu,Fri,Sat,Sun,afternoon,evening,lunch,morning,email,friend/colleague,limeaid,referral_other,pm report,wellfocused,resp_concat_text,resp_concat_text_wc
240,240,2024-01-24 09:29:00,4.0,7.0,3.0,5.0,incredibly clear presentation with relatable and accessible information,"nothing, though a longer session with more opportunities for interaction would also be interesting",part of thrive study,"tuesday,wednesday,friday","lunch,afternoon",,other,lily,2024-01-23,managing urges for problematic behaviors,5,26,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"part of thrive study incredibly clear presentation with relatable and accessible information nothing, though a longer session with more opportunities for interaction would also be interesting",26
241,241,2024-01-31 07:51:00,3.0,6.0,3.0,4.0,,,,wednesday,lunch,,wellfocused calendar,lily,2024-01-30,selecting your legacy,0,27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0
242,242,2024-01-31 08:39:00,4.0,6.0,4.0,5.0,doing the values exercise to be more aware of how i prioritize my time.,cannot think of anything.,dr lily brown is a wealth of knowledge! i always learn something from her!!,"monday,friday","morning,lunch,afternoon",,wellfocused calendar,lily,2024-01-30,selecting your legacy,1,27,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,dr lily brown is a wealth of knowledge! i always learn something from her!! doing the values exercise to be more aware of how i prioritize my time. cannot think of anything.,32
243,243,2024-02-02 08:54:00,3.0,6.0,3.0,5.0,the suggested methods explained.,,my own behavior,"monday,tuesday","morning,lunch,afternoon,evening","anything regarding anxiety, stress, sleep issues",wellfocused calendar,lily,2024-01-30,selecting your legacy,2,27,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,"my own behavior the suggested methods explained.  anything regarding anxiety, stress, sleep issues",13
244,244,2024-02-07 08:18:00,4.0,6.0,4.0,5.0,being a survivor of domestic violence i felt this was very helpful for others and myself,,the title of the course,tuesday,morning,,wellfocused calendar,lily,2024-02-06,relationships that hurt_ navigating intimate partner violence,0,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,the title of the course being a survivor of domestic violence i felt this was very helpful for others and myself,21
245,245,2024-02-07 09:31:00,3.0,6.0,3.0,4.0,help me plan a head,,watching a family member,monday,lunch,,wellfocused calendar,lily,2024-02-06,relationships that hurt_ navigating intimate partner violence,1,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,watching a family member help me plan a head,9
246,246,2024-02-08 08:37:00,4.0,7.0,4.0,5.0,it's not too late for counseling to overcome my issues,,i am a survivor,"tuesday,wednesday,thursday","lunch,afternoon",,wellfocused calendar,lily,2024-02-06,relationships that hurt_ navigating intimate partner violence,2,28,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,i am a survivor it's not too late for counseling to overcome my issues,14
247,247,2024-02-16 08:25:00,4.0,7.0,4.0,5.0,,,,,,,,lily,2024-02-15,self-love,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
248,248,2024-02-16 11:27:00,4.0,5.0,4.0,5.0,techniques for practicing self-love; starting out with small adjustments to my thinking,make it longer!,"i am very hard on myself, and almost always talk to myself negatively. i wanted to join this session because i need to make changes to the way i speak to myself, and think of myself.","monday,,tuesday,,wednesday,,thursday","lunch,,afternoon","pm report, wellfocused calendar",,lily,2024-02-15,self-love,1,29,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"i am very hard on myself, and almost always talk to myself negatively. i wanted to join this session because i need to make changes to the way i speak to myself, and think of myself. techniques for practicing self-love; starting out with small adjustments to my thinking make it longer! pm report, wellfocused calendar",55
249,249,2024-02-19 16:01:00,3.0,7.0,4.0,5.0,relevant!,add a 5 min heart guided meditation at the end,love self care!,"tuesday,,wednesday,,thursday","morning,,lunch,,afternoon","pm report, limeade",,lily,2024-02-15,self-love,2,29,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,"love self care! relevant! add a 5 min heart guided meditation at the end pm report, limeade",17
