,topic_id,topic_top_words,resp_concat_text,dominant_topic,session_name,session_date,host_name
5,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_40,"sense, prior, work, engaging, family, attend, practical, dynamic, session, make, learn, lot, engage, home, experience, burnout, breath, interesting, presenter, anxiety",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_41,"stress, tip, minimize, issue, way, motivated, relaxation, tool, always, fall, helpful, experience, open, hard, suggest, sleep, life, combat, gain, overcome",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_42,"learn, look, shame, time, way, stress, recommendation, grief, anonymity, stressor, manage, remember, mentally, effective, back, reaction, give, help, forward, think",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_43,"home, maintain, life, trick, segment, boundary, sure, cope, employe, currently, other, grief, chore, avoid, family, crisis, scheduling, focus, flexibility, use",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_44,"anxiety, step, develop, conversation, patient, interesting, family, help, connection, community, long, information, opposite, well, member, relationship, adolescent, study, session, interaction",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_45,"death, feeling, cope, observe, information, discuss, unique, excellent, new, pass, effectively, family, transition, recent, present, organization, perspective, rationale, criticism, group",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
10,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think",loss of a friend from suicide in my home didnt realize if was more maternal loss all good broader topics,Topic_0,coping with grief and loss,2023-07-13,erica
11,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think",i am trying to with grief that my feelings are valid not that would. it just seemed impersonal.,Topic_1,coping with grief and loss,2023-07-13,erica
12,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think","loss of spouse 12/22 understanding the different stages, emotions, etc opportunity for brief sharing",Topic_0,coping with grief and loss,2023-07-13,erica
13,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think","the recent death of my son on june 20, 29023 yes nothing",Topic_0,coping with grief and loss,2023-07-13,erica
14,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think","history of chronic acute loss x 6 good primer for those seeking iniation of processing grief none burn out, life stransitions",Topic_0,coping with grief and loss,2023-07-13,erica
15,Topic_46,"work, feel, use, impact, life, allow, provide, help, advice, school, post, covid, specific, stress, need, return, parent, strategy, m, think",experiencing grief nothing did not receive link after sugning up,Topic_0,coping with grief and loss,2023-07-13,erica
53,Topic_47,"back, one, hear, recent, lose, loss, stress, maybe, subject, say, interested, information, audience, process, read, caregiving, reflection, issue, experience, cancer",need for support with post partum and returning to work strategies when it comes to asking for help and taking things step by step. more q & a time resources for employees that may only apply pre or post pregnancy,Topic_10,preparing for the post-partum period and maternity leave,2023-08-22,erica
2,Topic_47,"back, one, hear, recent, lose, loss, stress, maybe, subject, say, interested, information, audience, process, read, caregiving, reflection, issue, experience, cancer",feeling burnt out affirmations of what i know i need to do and other practical ways to combat burnout,Topic_0,staying effective when burned out,2023-06-14,erica
3,Topic_47,"back, one, hear, recent, lose, loss, stress, maybe, subject, say, interested, information, audience, process, read, caregiving, reflection, issue, experience, cancer",burn out  real talk about the hospital they kept it general instead of talking about real work stressors and dealing with them,Topic_0,staying effective when burned out,2023-06-14,erica
4,Topic_47,"back, one, hear, recent, lose, loss, stress, maybe, subject, say, interested, information, audience, process, read, caregiving, reflection, issue, experience, cancer",i wanted one of my employees to attend i liked the shift in perspective,Topic_0,improving the relationship with yourself,2023-07-06,erica
5,Topic_47,"back, one, hear, recent, lose, loss, stress, maybe, subject, say, interested, information, audience, process, read, caregiving, reflection, issue, experience, cancer",personal goals topic more resources if available,Topic_0,improving the relationship with yourself,2023-07-06,erica
6,Topic_47,"back, one, hear, recent, lose, loss, stress, maybe, subject, say, interested, information, audience, process, read, caregiving, reflection, issue, experience, cancer",the content was interesting and could be applicable to my life.,Topic_0,improving the relationship with yourself,2023-07-06,erica
7,Topic_47,"back, one, hear, recent, lose, loss, stress, maybe, subject, say, interested, information, audience, process, read, caregiving, reflection, issue, experience, cancer","the value of the subject matter to my work excellent presentation, warm and real presenter more time dedicated to written exercise (said ""5 min"" but it had to have been much less) this topic interests me greatly",Topic_0,improving the relationship with yourself,2023-07-06,erica
8,Topic_47,"back, one, hear, recent, lose, loss, stress, maybe, subject, say, interested, information, audience, process, read, caregiving, reflection, issue, experience, cancer",i am a hospice nurse how important compassion can be group participation how to remain positive,Topic_0,coping with grief and loss,2023-07-13,erica
9,Topic_47,"back, one, hear, recent, lose, loss, stress, maybe, subject, say, interested, information, audience, process, read, caregiving, reflection, issue, experience, cancer","divorce learning about grief needed to be an hour moving on after a loss, coping.",Topic_0,coping with grief and loss,2023-07-13,erica
