,orig_index,what_motivated,what_helpful,what_change,future_topics,days_week,times_day,referral_source,host_name,session_date,session_name,resp_concat_text
371,193,,,,,monday,morning,limeade,lily,2023-11-01,managing triggers for substance abuse during the holidays,
372,194,,,link was incorrect and a lot of us waiting. notes should be preloaded.,,,,,lily,2023-11-08,preparing for family conflict during the holidays,link was incorrect and a lot of us waiting. notes should be preloaded.
373,195,mil recently had a stroke and niece is having mental health issues at age 35 that is affecting all,more sessions,nothing,respectful boundaries,"monday,tuesday,wednesday,thursday","lunch,afternoon","pm report,wellfocused calendar,limeade",lily,2023-11-08,preparing for family conflict during the holidays,mil recently had a stroke and niece is having mental health issues at age 35 that is affecting all more sessions nothing respectful boundaries
374,196,,reminder for boundary setting,the link on the calendar went to a teams session with a different title (something about substance abuse?) and several attendees sat in this meeting for up to 10m before someone put the correct link in the chat!,,"monday,tuesday,wednesday,thursday,friday","lunch,afternoon",wellfocused calendar,lily,2023-11-08,preparing for family conflict during the holidays,reminder for boundary setting the link on the calendar went to a teams session with a different title (something about substance abuse?) and several attendees sat in this meeting for up to 10m before someone put the correct link in the chat!
375,197,,,,,"monday,wednesday",afternoon,wellfocused calendar,lily,2023-11-08,preparing for family conflict during the holidays,
376,198,,"overall, the session was very helpful",none,,"monday,tuesday,wednesday,thursday,friday",afternoon,pm report,lily,2023-11-08,preparing for family conflict during the holidays,"overall, the session was very helpful none"
377,199,"lots of family visiting for a week; need tips on patience, positive outlook",would like to have a copy of the slides/recording,make recording/slides accessible,,,,"pm report,wellfocused calendar",lily,2023-11-08,preparing for family conflict during the holidays,"lots of family visiting for a week; need tips on patience, positive outlook would like to have a copy of the slides/recording make recording/slides accessible"
378,200,anticipation of a challenging holiday season this year,acknowledgement that it's ok to not feel ok with situations/people,more interactive?,,"monday,tuesday,wednesday,thursday,friday","morning,lunch,afternoon",pm report,lily,2023-11-08,preparing for family conflict during the holidays,anticipation of a challenging holiday season this year acknowledgement that it's ok to not feel ok with situations/people more interactive?
379,201,,,,,"monday,tuesday,wednesday,thursday,friday","lunch,afternoon",wellfocused calendar,lily,2023-11-14,fighting back on _hibernation_ mode,
380,202,dr. lily always had great talks.,,"nothing , it was great",engagement,"tuesday,thursday",lunch,wellfocused calendar,lily,2023-11-14,fighting back on _hibernation_ mode,"dr. lily always had great talks.  nothing , it was great engagement"
381,203,overall focus on well being,suggestions to avoid seclusion,no,work life balance,"tuesday,wednesday,thursday",lunch,"pm report,wellfocused calendar,limeade",lily,2023-11-14,fighting back on _hibernation_ mode,overall focus on well being suggestions to avoid seclusion no work life balance
382,204,,,,,,,wellfocused calendar,lily,2023-11-14,fighting back on _hibernation_ mode,
383,205,,presenter is relatable,pdfs attached before start of meeting,,,,,lily,2023-11-21,savoring time off,presenter is relatable pdfs attached before start of meeting
384,206,,,,,tuesday,lunch,wellfocused calendar,lily,2023-11-21,savoring time off,
385,207,"wanted to hear from expert in field, as a refresher",self-reinforcement of cbt principles,,,"tuesday,wednesday",morning,pm report,lily,2023-11-21,savoring time off,"wanted to hear from expert in field, as a refresher self-reinforcement of cbt principles"
386,208,holiday stress,positive thinking and effect on anxiety,slides not visible,more strategies for reducing anxiety,wednesday,afternoon,pm report,lily,2023-11-21,savoring time off,holiday stress positive thinking and effect on anxiety slides not visible more strategies for reducing anxiety
387,209,,,,,friday,lunch,"wellfocused calendar,limeade",lily,2023-11-27,managing mood-based decisions for financial management,
388,210,holidays stress me out financially every year,all coping strategies offered,no participant nteraction,adolescent children financial coaching,"monday,tuesday,wednesday,thursday",lunch,"pm report,wellfocused calendar,limeade",lily,2023-11-27,managing mood-based decisions for financial management,holidays stress me out financially every year all coping strategies offered no participant nteraction adolescent children financial coaching
389,211,,,pdfs/slides attached at beginning of the meeting,,,,pm report,lily,2023-11-27,managing mood-based decisions for financial management,pdfs/slides attached at beginning of the meeting
390,212,,,,"work/life balance, family stress","monday,tuesday,wednesday","lunch,afternoon",other (penntoday),lily,2023-11-27,managing mood-based decisions for financial management,"work/life balance, family stress"
391,213,understand why i have buyer's remorse too often after purchases,how to understand emotional spending,,how to return to meditation after trauma,"monday,tuesday,thursday,friday","morning,afternoon",pm report,lily,2023-11-27,managing mood-based decisions for financial management,understand why i have buyer's remorse too often after purchases how to understand emotional spending  how to return to meditation after trauma
392,214,the title of the session,dear man,,,"all,days",morning,"wellfocused, limeaid",lily,2023-12-05,boundary setting around the holidays,the title of the session dear man
393,215,,,,,,,,lily,2023-12-05,boundary setting around the holidays,
394,216,,,,,"tuesday,,thursday",afternoon,pm report,lily,2023-12-05,boundary setting around the holidays,
395,217,,,,,friday,afternoon,pm report,lily,2023-12-05,boundary setting around the holidays,
396,218,her other talks,how dr brown illucidates the mundane,nothing,handling negative work environments,wednesday,lunch,wellfocused,lily,2023-12-13,looking back on the year,her other talks how dr brown illucidates the mundane nothing handling negative work environments
397,219,the title of the session,the session was very helpful.,nothing,psychological safety,"monday,,tuesday,,thursday","morning,,afternoon",pm report,lily,2023-12-13,looking back on the year,the title of the session the session was very helpful. nothing psychological safety
398,220,feeling frustrated about the inequities in job perforance and pay,"transparency, truth, and talking with people of color",longer session time,how to advocate at penn equal pay and worth from penn medicine,thursday,morning,pm report,lily,2023-12-13,looking back on the year,"feeling frustrated about the inequities in job perforance and pay transparency, truth, and talking with people of color longer session time how to advocate at penn equal pay and worth from penn medicine"
399,221,,,,,wednesday,lunch,wellfocused,lily,2023-12-15,promoting healthy habits,
400,222,to be more mindful,,"received confirmation and calendar invite event was at noon, but speaker said event was held at 10 am",,"monday,,wednesday,,friday",lunch,wellfocused,lily,2023-12-15,promoting healthy habits,"to be more mindful  received confirmation and calendar invite event was at noon, but speaker said event was held at 10 am"
401,223,family crisis,flexibility in scheduling,nothing,coping with grief and maintaining boundaries,"all,days","all,times",pm report,lily,2023-12-15,promoting healthy habits,family crisis flexibility in scheduling nothing coping with grief and maintaining boundaries
402,224,,,,,"wednesday,friday",lunch,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,
403,225,"dealing with past trauma, getting worse",everything!,nothing,,"tuesday,wednesday,thursday","lunch,afternoon",wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,"dealing with past trauma, getting worse everything! nothing"
404,226,,,,,wednesday,"lunch,evening",pm report,lily,2024-01-11,coping with recent or ongoing trauma,
405,227,very motivated,,,,"tuesday,thursday,friday",lunch,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,very motivated
406,228,trauma after severe care accident,"identifying symptoms, defining strategies",longer session,,wednesday,lunch,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,"trauma after severe care accident identifying symptoms, defining strategies longer session"
407,229,i'm having a rough time right now with my elderly parent,that i was not alone,nothing,singleness,"tuesday,thursday,friday",lunch,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,i'm having a rough time right now with my elderly parent that i was not alone nothing singleness
408,230,i do trauma trainings so wanted more info,the background on effects of trauma in adults,,,,,wellfocused calendar,lily,2024-01-11,coping with recent or ongoing trauma,i do trauma trainings so wanted more info the background on effects of trauma in adults
409,231,work with people with cancer here at penn,unpacked a lot of information about coping with grief in 30 minutes,"nothing, presenter used personal examples to highlight skills",,,afternoon,wellfocused calendar,lily,2024-01-18,grieving losses,"work with people with cancer here at penn unpacked a lot of information about coping with grief in 30 minutes nothing, presenter used personal examples to highlight skills"
410,232,death of my mom,normalizing my experience,the opportunity to talk with a grief counselor afterward,setting healthy boundaries,friday,morning,limeade,lily,2024-01-18,grieving losses,death of my mom normalizing my experience the opportunity to talk with a grief counselor afterward setting healthy boundaries
411,233,,,,,"thursday,friday",lunch,"wellfocused calendar,limeade",lily,2024-01-18,grieving losses,
412,234,,,,,"thursday,friday",lunch,"wellfocused calendar,limeade,other",lily,2024-01-18,grieving losses,
413,235,,,,,,lunch,wellfocused calendar,lily,2024-01-23,managing urges for problematic behaviors,
414,236,self improvement,transparency,nothing,smoking cessation,"monday,tuesday,wednesday,thursday,friday",afternoon,wellfocused calendar,lily,2024-01-23,managing urges for problematic behaviors,self improvement transparency nothing smoking cessation
415,237,"this year, i am focusing on self care",different ways in delaying a behavior i want to stop,nothing,methods of combating procrastination and lack of motivation,"monday,wednesday,friday","lunch,evening",wellfocused calendar,lily,2024-01-23,managing urges for problematic behaviors,"this year, i am focusing on self care different ways in delaying a behavior i want to stop nothing methods of combating procrastination and lack of motivation"
416,238,trying to improve myself,,,,,,limeade,lily,2024-01-23,managing urges for problematic behaviors,trying to improve myself
417,239,always looking for good tips,the reminder to wait 10 minutes before caving into a craving,not sure,,"tuesday,friday",morning,"pm report,wellfocused calendar",lily,2024-01-23,managing urges for problematic behaviors,always looking for good tips the reminder to wait 10 minutes before caving into a craving not sure
418,240,part of thrive study,incredibly clear presentation with relatable and accessible information,"nothing, though a longer session with more opportunities for interaction would also be interesting",,"tuesday,wednesday,friday","lunch,afternoon",other,lily,2024-01-23,managing urges for problematic behaviors,"part of thrive study incredibly clear presentation with relatable and accessible information nothing, though a longer session with more opportunities for interaction would also be interesting"
419,241,,,,,wednesday,lunch,wellfocused calendar,lily,2024-01-30,selecting your legacy,
420,242,dr lily brown is a wealth of knowledge! i always learn something from her!!,doing the values exercise to be more aware of how i prioritize my time.,cannot think of anything.,,"monday,friday","morning,lunch,afternoon",wellfocused calendar,lily,2024-01-30,selecting your legacy,dr lily brown is a wealth of knowledge! i always learn something from her!! doing the values exercise to be more aware of how i prioritize my time. cannot think of anything.
421,243,my own behavior,the suggested methods explained.,,"anything regarding anxiety, stress, sleep issues","monday,tuesday","morning,lunch,afternoon,evening",wellfocused calendar,lily,2024-01-30,selecting your legacy,"my own behavior the suggested methods explained.  anything regarding anxiety, stress, sleep issues"
422,244,the title of the course,being a survivor of domestic violence i felt this was very helpful for others and myself,,,tuesday,morning,wellfocused calendar,lily,2024-02-06,relationships that hurt_ navigating intimate partner violence,the title of the course being a survivor of domestic violence i felt this was very helpful for others and myself
423,245,watching a family member,help me plan a head,,,monday,lunch,wellfocused calendar,lily,2024-02-06,relationships that hurt_ navigating intimate partner violence,watching a family member help me plan a head
424,246,i am a survivor,it's not too late for counseling to overcome my issues,,,"tuesday,wednesday,thursday","lunch,afternoon",wellfocused calendar,lily,2024-02-06,relationships that hurt_ navigating intimate partner violence,i am a survivor it's not too late for counseling to overcome my issues
425,247,,,,,,,,lily,2024-02-15,self-love,
426,248,"i am very hard on myself, and almost always talk to myself negatively. i wanted to join this session because i need to make changes to the way i speak to myself, and think of myself.",techniques for practicing self-love; starting out with small adjustments to my thinking,make it longer!,"pm report, wellfocused calendar","monday,,tuesday,,wednesday,,thursday","lunch,,afternoon",,lily,2024-02-15,self-love,"i am very hard on myself, and almost always talk to myself negatively. i wanted to join this session because i need to make changes to the way i speak to myself, and think of myself. techniques for practicing self-love; starting out with small adjustments to my thinking make it longer! pm report, wellfocused calendar"
427,249,love self care!,relevant!,add a 5 min heart guided meditation at the end,"pm report, limeade","tuesday,,wednesday,,thursday","morning,,lunch,,afternoon",,lily,2024-02-15,self-love,"love self care! relevant! add a 5 min heart guided meditation at the end pm report, limeade"
